,0
0,-0.43022836891775534
1,0.01925186973221558
2,0.32836425626917176
3,2.3722068098147413
4,-1.3658884797218935
5,-0.14069578703274588
6,0.2554385907919859
7,0.259775456585049
8,0.8914323656167774
9,1.188554362467142
10,-1.1112642281201823
11,-0.9907535178935447
12,0.43813019382479523
13,-0.471718253821056
14,-1.049482418340327
15,2.514339544990651
16,0.023571819731419114
17,0.10503999431180801
18,0.8544469939310794
19,-1.9388784657512765
20,1.143820607966192
21,0.9697090495775751
22,0.6926639995144763
23,-0.24398308182382503
24,-0.05616952523148906
25,-1.141122013714467
26,0.13851325594023994
27,0.2663844521522646
28,-2.256484873928135
29,0.7544216133845748
30,-0.6699005169132485
31,1.5833164513156437
32,1.185776164283619
33,-0.4357907598394947
34,-0.9843751750981423
35,-0.8759900635759222
36,-0.2907169204140278
37,-1.5193798309871214
38,0.8993702946020299
39,-0.7804265984508327
40,-1.4341557683077908
41,1.3387556196222974
42,-1.4115746054108955
43,-0.2388294868351354
44,-0.08957055847533098
45,-2.8143188731957602
46,0.816779288152329
47,0.11764867252483927
48,-0.7975952240991071
49,-0.8929351957126925
50,0.017277158069194963
51,-0.4481457815473043
52,-0.06631282509828428
53,-0.3283188708953683
54,-0.10894838182940542
55,1.6375540568223355
56,-0.44632292577816574
57,0.16642504728367474
58,-1.0893043260802178
59,-2.1223431485231434
60,1.8452558353083794
61,-0.7951208857582353
62,1.346412691715086
63,0.43475360252692086
64,-2.275668641099576
65,-0.5680574017060073
66,0.1931778830411359
67,-1.25230446603248
68,0.864084732600071
69,-1.7930001351819043
70,-0.2820061155664074
71,-0.3534011735828815
72,-0.24662095006230214
73,-0.5405854886285902
74,0.45620140409558413
75,0.14007907577050235
76,-1.5197859274070882
77,-0.2312660055492294
78,-1.5823796318411412
79,0.30712072773839694
80,-0.14237633206539144
81,-0.8082923965017987
82,0.7059516399298033
83,0.3684847152866291
84,0.521712638208541
85,0.4484575537728885
86,-0.19709443444709226
87,-0.3428559319043929
88,1.1000623500409987
89,-1.1395236498756702
90,-0.7409031652734289
91,0.79904281089538
92,-1.163867293452363
93,1.0027337673860923
94,0.8029238365629896
95,-0.4497099952088135
96,0.21662325976975555
97,0.3853557646230537
98,-0.5659606900594728
99,0.8202356898468621
100,-0.8126156671882167
101,-0.0960373690699155
102,0.8772844023178362
103,-0.1443967792713235
104,-0.7250784013274227
105,0.43445884121965395
106,0.6735425855896753
107,-0.6518673481655642
108,0.4078893906613389
109,-0.7205399663491393
110,0.3145211608946268
111,-0.05110796736859899
112,0.6654016263340568
113,-0.06443117176597693
114,1.9489837088881625
115,-2.2988068119642757
116,0.496995442839693
117,-0.3237597703299845
118,-0.2951499053368268
119,0.01241653163294502
120,-1.8331834381768823
121,0.30999166809841766
122,-0.45365077612665966
123,-0.14098989982685695
124,0.16477985036072124
125,-0.4464049708240198
126,-0.6172217954888811
127,-0.26017503729540015
128,0.7191084062333456
129,0.800586517493076
130,2.0933956447891315
131,-0.7365548609121885
132,1.7576908711438137
133,-0.7237355075243894
134,-0.10419172080227526
135,1.3003660704145161
136,-1.3924777330405522
137,1.056935483290049
138,0.44424481943248656
139,-0.9515595504518622
140,-0.9705913609069717
141,1.2679609848742472
142,-0.4705942518503639
143,0.943399820762299
144,-0.7681705553686207
145,0.5445982469569365
146,1.1046637481982065
147,-0.04089296273525002
148,0.8562605163666059
149,-0.8797974014342502
150,0.1587795946218139
151,0.7849448655641057
152,1.1031400932313913
153,-0.11960987612289543
154,-0.43933207488146253
155,0.06004311995549011
156,-0.3011312084031971
157,0.16998447385050103
158,0.48179810763057607
159,0.6753059353372839
160,-0.6892812205492961
161,-0.6407263920348775
162,0.23786037997261755
163,2.350736385799734
164,-0.2929444902000257
165,2.3817481375749416
166,0.24021872747546955
167,-0.6587733970795345
168,0.393205926216041
169,-0.23857397442838424
170,-0.14927278082616835
171,0.3069720043032775
172,0.42186984749785483
173,-0.5432750325474017
174,1.3904330210779474
175,-0.3549002455457351
176,1.8708000461090157
177,0.3213857811355518
178,0.7423156660503251
179,-1.9219185848803741
180,0.8241564729549147
181,-1.4084595350454427
182,-0.22623228120507857
183,0.44622849911334894
184,-0.44066977771432825
185,1.0165145049036248
186,0.32013649451166154
187,-1.7154229548244946
188,-0.34227859624370877
189,0.3653071098243349
190,-0.806225958019438
191,1.3093488822260517
192,-0.44995325066527886
193,-0.6424615530054796
194,-0.1248480225148295
195,1.0104360474705052
196,0.6274947997752884
197,-0.5906549012350027
198,-1.8800869846481638
199,-0.6470757024340483
200,-0.1294805328641885
201,-0.7629506748196804
202,0.14039036768846144
203,0.7436260267661325
204,-0.4500129540260547
205,1.6999298347893852
206,0.2399404960368432
207,0.010644983034828663
208,0.26936937099611963
209,-2.3288164576369557
210,0.7057064466043611
211,1.2691902123877297
212,0.4742799534978827
213,-0.20012187257382574
214,0.11225682820224121
215,0.1738193320629778
216,-0.9241611280179259
217,1.396707166221729
218,1.625613407948952
219,-2.5406423262812927
220,-0.20344559261269368
221,-1.0127447247073753
222,0.9313924931273824
223,-0.3288712400754695
224,-2.435475444147699
225,0.34408365221098086
226,1.973923759494216
227,0.2539112710999446
228,0.07785153769723915
229,0.16104166737056955
230,0.49518832352423187
231,-0.06516127204387731
232,0.9253445267589504
233,-0.17968274738263887
234,0.6141085350292315
235,-0.9009796120416388
236,-0.004323692604187965
237,0.2929231196639662
238,-0.5987418592806053
239,-1.7778818296494328
240,-0.4358129156595233
241,-0.477018146163534
242,-1.0036565811012832
243,0.8106724478900701
244,1.7451084260668779
245,0.0641244941130327
246,0.9201594793495533
247,0.5881572855040456
248,-2.1428846573184575
249,-2.6691231627897167
250,0.4748215010916774
251,0.7033279275931019
252,-1.043433578711627
253,0.5411058853117721
254,2.638158664065735
255,-1.0527991698915347
256,-0.4031361222070657
257,-0.308455159465416
258,1.5004564668125755
259,-1.0475448354769479
260,0.7699396701203768
261,0.0768155290273878
262,-0.24258731642912598
263,-0.5061803486032226
264,-2.9621392909615696
265,-0.2679880033582844
266,-2.237387510219344
267,0.46466869190909277
268,-2.0136345130092126
269,0.012534199375396226
270,0.38552993352126175
271,-0.21309047911803553
272,-0.006405981547376417
273,0.026483845073745346
274,-0.5711315735107007
275,1.0380094196288485
276,1.0673714318880647
277,-0.3873195460148547
278,1.1432503787173995
279,0.6137004706598059
280,0.7695529879064734
281,-0.2464450997877577
282,-0.8849854727710499
283,0.6405722833514665
284,1.0241152907002191
285,-0.45887578697341236
286,1.1172971922517423
287,0.8507156607498968
288,1.2389465661396832
289,0.7779232702970035
290,-0.1944489864493695
291,1.3732656984778646
292,0.7430403892870063
293,-0.3055532257143724
294,-0.37732151083795584
295,-1.4504584756733407
296,0.7844553353898157
297,-1.062854974294003
298,-1.5956871312316345
299,0.3968221326572627
300,0.5095006781102321
301,-0.7012106051880435
302,0.7061418848270586
303,1.733964877509768
304,-0.12084012103598593
305,1.0679780165760577
306,1.0497041368048232
307,0.3740425107345392
308,0.9838328121669897
309,-1.8469949331641946
310,0.7574287242759105
311,1.024231934607333
312,0.8091155404888116
313,0.1323617147966461
314,-0.13529653888663482
315,-0.571458768179496
316,-0.9820153855921583
317,-0.7355060184362215
318,-0.1226241577510618
319,1.217687546501924
320,1.150084757806948
321,1.371123672164538
322,-0.38946697816537407
323,0.12506815723510933
324,-0.45532244605871586
325,0.8857759060124782
326,1.1575100624788761
327,0.04007295442589394
328,1.17887161849158
329,-0.7910507985223896
330,0.8208913455463218
331,-0.14824261970495942
332,-1.1623509741501248
333,-0.10655046957470743
334,0.7302197486349229
335,-0.8912882608652348
336,2.257248423073884
337,1.4214377635961768
338,1.269553751179429
339,-0.24110542596572423
340,-0.4859313005212898
341,0.5876985638494906
342,-0.768774463155399
343,-0.46964628931593183
344,0.9177821238891254
345,1.067299852085617
346,1.8802452057305385
347,0.6973365476045499
348,0.37599147175348
349,0.042121519561029615
350,-1.811334521231272
351,2.760390853070711
